4,000000	0,500000	1,333333	0,000000	0,500000	
-0,600000	1,333333	1,000000	-2,500000	5,000000	
-1,666667	0,000000	0,000000	4,000000	0,833333	
0,000000	3,000000	-0,000000	-0,500000	0,625000	
-4,000000	0,500000	-1,500000	0,000000	0,625000	

-4,000000	0,000000	-1,666667	-0,600000	4,000000	
0,500000	3,000000	0,000000	1,333333	0,500000	
-1,500000	-0,000000	0,000000	1,000000	1,333333	
0,000000	-0,500000	4,000000	-2,500000	0,000000	
0,625000	0,625000	0,833333	5,000000	0,500000	

0,625000	0,000000	-1,500000	0,500000	-4,000000	
0,625000	-0,500000	-0,000000	3,000000	0,000000	
0,833333	4,000000	0,000000	0,000000	-1,666667	
5,000000	-2,500000	1,000000	1,333333	-0,600000	
0,500000	0,000000	1,333333	0,500000	4,000000	

